In frame: 609, radius = 81 and center is [316, 221]
In frame: 610, radius = 81 and center is [316, 221]
In frame: 611, radius = 81 and center is [316, 221]
In frame: 612, radius = 81 and center is [316, 223]
In frame: 613, radius = 81 and center is [316, 224]
In frame: 614, radius = 82 and center is [316, 225]
In frame: 615, radius = 82 and center is [316, 226]
In frame: 616, radius = 82 and center is [316, 227]
In frame: 617, radius = 82 and center is [316, 227]
In frame: 618, radius = 82 and center is [316, 227]
In frame: 619, radius = 81 and center is [316, 227]
In frame: 620, radius = 81 and center is [316, 227]
In frame: 621, radius = 82 and center is [316, 227]
In frame: 622, radius = 82 and center is [315, 227]
In frame: 623, radius = 82 and center is [315, 227]
In frame: 624, radius = 82 and center is [315, 228]
In frame: 625, radius = 82 and center is [315, 228]
In frame: 626, radius = 82 and center is [315, 228]
In frame: 627, radius = 82 and center is [312, 227]
In frame: 628, radius = 82 and center is [311, 226]
In frame: 629, radius = 81 and center is [311, 226]
In frame: 630, radius = 81 and center is [311, 225]
In frame: 631, radius = 81 and center is [311, 225]
In frame: 632, radius = 82 and center is [311, 225]
In frame: 633, radius = 82 and center is [311, 226]
In frame: 634, radius = 82 and center is [312, 226]
In frame: 635, radius = 82 and center is [312, 226]
In frame: 636, radius = 81 and center is [314, 227]
In frame: 637, radius = 81 and center is [317, 226]
In frame: 638, radius = 81 and center is [317, 226]
In frame: 639, radius = 82 and center is [317, 226]
In frame: 640, radius = 82 and center is [318, 226]
In frame: 641, radius = 82 and center is [318, 226]
In frame: 642, radius = 82 and center is [318, 226]
In frame: 643, radius = 82 and center is [318, 226]
In frame: 644, radius = 81 and center is [319, 226]
In frame: 645, radius = 81 and center is [319, 227]
In frame: 646, radius = 81 and center is [320, 226]
In frame: 647, radius = 81 and center is [319, 226]
In frame: 648, radius = 81 and center is [319, 226]
In frame: 649, radius = 81 and center is [319, 226]
In frame: 650, radius = 81 and center is [319, 226]
In frame: 651, radius = 81 and center is [318, 225]
In frame: 652, radius = 81 and center is [318, 225]
In frame: 653, radius = 81 and center is [319, 226]
In frame: 654, radius = 81 and center is [319, 227]
In frame: 655, radius = 81 and center is [319, 227]
In frame: 656, radius = 80 and center is [320, 228]
In frame: 657, radius = 80 and center is [320, 228]
In frame: 658, radius = 80 and center is [320, 228]
In frame: 659, radius = 80 and center is [320, 227]
In frame: 660, radius = 81 and center is [320, 227]
In frame: 661, radius = 81 and center is [323, 226]
In frame: 662, radius = 81 and center is [323, 226]
In frame: 663, radius = 81 and center is [323, 226]
In frame: 664, radius = 80 and center is [323, 227]
In frame: 665, radius = 80 and center is [323, 227]
In frame: 666, radius = 80 and center is [323, 227]
In frame: 667, radius = 80 and center is [323, 228]
In frame: 668, radius = 80 and center is [323, 228]
In frame: 669, radius = 80 and center is [323, 228]
In frame: 670, radius = 81 and center is [323, 228]
In frame: 671, radius = 81 and center is [323, 228]
In frame: 672, radius = 80 and center is [322, 227]
In frame: 673, radius = 80 and center is [322, 228]
In frame: 674, radius = 80 and center is [322, 228]
In frame: 675, radius = 80 and center is [321, 229]
In frame: 676, radius = 80 and center is [321, 229]
In frame: 677, radius = 80 and center is [321, 228]
In frame: 678, radius = 80 and center is [321, 228]
In frame: 679, radius = 80 and center is [322, 229]
In frame: 680, radius = 79 and center is [322, 228]
In frame: 681, radius = 79 and center is [322, 229]
In frame: 682, radius = 79 and center is [322, 229]
In frame: 683, radius = 79 and center is [322, 228]
In frame: 684, radius = 79 and center is [322, 228]
In frame: 685, radius = 79 and center is [322, 228]
In frame: 686, radius = 79 and center is [317, 228]
In frame: 687, radius = 79 and center is [318, 227]
In frame: 688, radius = 79 and center is [319, 228]
In frame: 689, radius = 78 and center is [319, 228]
In frame: 690, radius = 78 and center is [318, 230]
In frame: 691, radius = 77 and center is [317, 228]
In frame: 692, radius = 77 and center is [317, 227]
In frame: 693, radius = 77 and center is [318, 228]
In frame: 694, radius = 77 and center is [318, 228]
In frame: 695, radius = 77 and center is [317, 227]
In frame: 696, radius = 77 and center is [317, 227]
In frame: 697, radius = 77 and center is [318, 227]
In frame: 698, radius = 77 and center is [320, 227]
In frame: 699, radius = 77 and center is [320, 227]
In frame: 700, radius = 77 and center is [320, 227]
In frame: 701, radius = 77 and center is [320, 227]
In frame: 702, radius = 77 and center is [320, 227]
In frame: 703, radius = 78 and center is [320, 227]
In frame: 704, radius = 78 and center is [320, 228]
In frame: 705, radius = 78 and center is [320, 229]
In frame: 706, radius = 78 and center is [320, 229]
In frame: 707, radius = 78 and center is [321, 229]
In frame: 708, radius = 78 and center is [321, 230]
In frame: 709, radius = 78 and center is [321, 230]
In frame: 710, radius = 78 and center is [321, 230]
In frame: 711, radius = 79 and center is [321, 230]
In frame: 712, radius = 79 and center is [321, 230]
In frame: 713, radius = 79 and center is [321, 230]
In frame: 714, radius = 79 and center is [321, 230]
In frame: 715, radius = 79 and center is [321, 231]
In frame: 716, radius = 79 and center is [321, 231]
In frame: 717, radius = 78 and center is [321, 231]
In frame: 718, radius = 78 and center is [321, 232]
In frame: 719, radius = 78 and center is [319, 230]
In frame: 720, radius = 78 and center is [319, 230]
In frame: 721, radius = 78 and center is [319, 230]
In frame: 722, radius = 78 and center is [319, 230]
In frame: 723, radius = 78 and center is [319, 229]
In frame: 724, radius = 78 and center is [319, 229]
In frame: 725, radius = 78 and center is [318, 229]
In frame: 726, radius = 78 and center is [319, 229]
In frame: 727, radius = 77 and center is [319, 230]
In frame: 728, radius = 77 and center is [319, 231]
In frame: 729, radius = 78 and center is [319, 231]
In frame: 730, radius = 78 and center is [319, 231]
In frame: 731, radius = 78 and center is [319, 231]
In frame: 732, radius = 78 and center is [319, 230]
In frame: 733, radius = 77 and center is [319, 230]
In frame: 734, radius = 77 and center is [317, 227]
In frame: 735, radius = 76 and center is [317, 227]
In frame: 736, radius = 76 and center is [317, 226]
In frame: 737, radius = 76 and center is [317, 226]
In frame: 738, radius = 76 and center is [317, 226]
In frame: 739, radius = 76 and center is [318, 226]
In frame: 740, radius = 76 and center is [318, 226]
In frame: 741, radius = 76 and center is [317, 226]
In frame: 742, radius = 76 and center is [317, 226]
In frame: 743, radius = 76 and center is [317, 226]
In frame: 744, radius = 76 and center is [317, 225]
In frame: 745, radius = 76 and center is [317, 225]
In frame: 746, radius = 75 and center is [317, 226]
In frame: 747, radius = 76 and center is [317, 226]
In frame: 748, radius = 76 and center is [317, 227]
In frame: 749, radius = 76 and center is [318, 227]
In frame: 750, radius = 76 and center is [318, 227]
In frame: 751, radius = 76 and center is [318, 228]
In frame: 752, radius = 76 and center is [317, 228]
In frame: 753, radius = 75 and center is [317, 228]
In frame: 754, radius = 75 and center is [317, 227]
In frame: 755, radius = 75 and center is [317, 227]
In frame: 756, radius = 75 and center is [317, 228]
In frame: 757, radius = 75 and center is [317, 228]
In frame: 758, radius = 75 and center is [317, 228]
In frame: 759, radius = 75 and center is [317, 229]
In frame: 760, radius = 75 and center is [317, 230]
In frame: 761, radius = 75 and center is [317, 230]
In frame: 762, radius = 75 and center is [317, 230]
In frame: 763, radius = 75 and center is [318, 230]
In frame: 764, radius = 75 and center is [317, 229]
In frame: 765, radius = 75 and center is [317, 229]
In frame: 766, radius = 76 and center is [317, 229]
In frame: 767, radius = 76 and center is [317, 229]
In frame: 768, radius = 76 and center is [317, 230]
In frame: 769, radius = 76 and center is [317, 230]
In frame: 770, radius = 76 and center is [318, 231]
In frame: 771, radius = 76 and center is [318, 231]
In frame: 772, radius = 76 and center is [318, 231]
In frame: 773, radius = 76 and center is [318, 231]
In frame: 774, radius = 77 and center is [318, 230]
In frame: 775, radius = 77 and center is [318, 230]
In frame: 776, radius = 77 and center is [317, 229]
In frame: 777, radius = 77 and center is [317, 230]
In frame: 778, radius = 77 and center is [317, 230]
In frame: 779, radius = 77 and center is [316, 228]
In frame: 780, radius = 76 and center is [316, 228]
In frame: 781, radius = 76 and center is [316, 228]
In frame: 782, radius = 76 and center is [316, 228]
In frame: 783, radius = 77 and center is [315, 227]
In frame: 784, radius = 77 and center is [315, 227]
In frame: 785, radius = 77 and center is [315, 227]
In frame: 786, radius = 77 and center is [315, 227]
In frame: 787, radius = 76 and center is [315, 227]
In frame: 788, radius = 76 and center is [315, 225]
In frame: 789, radius = 77 and center is [315, 225]
In frame: 790, radius = 77 and center is [315, 225]
In frame: 791, radius = 77 and center is [315, 225]
In frame: 792, radius = 77 and center is [314, 225]
In frame: 793, radius = 77 and center is [314, 225]
In frame: 794, radius = 77 and center is [314, 225]
In frame: 795, radius = 77 and center is [315, 225]
In frame: 796, radius = 77 and center is [315, 225]
In frame: 797, radius = 77 and center is [315, 227]
In frame: 798, radius = 77 and center is [316, 227]
In frame: 799, radius = 76 and center is [315, 227]
In frame: 800, radius = 76 and center is [315, 227]
In frame: 801, radius = 76 and center is [315, 227]
In frame: 802, radius = 76 and center is [315, 226]
In frame: 803, radius = 75 and center is [315, 226]
In frame: 804, radius = 75 and center is [315, 225]
In frame: 805, radius = 75 and center is [312, 225]
In frame: 806, radius = 76 and center is [313, 225]
In frame: 807, radius = 76 and center is [313, 225]
In frame: 808, radius = 76 and center is [313, 225]
In frame: 809, radius = 76 and center is [313, 225]
In frame: 810, radius = 76 and center is [314, 224]
In frame: 811, radius = 76 and center is [314, 224]
In frame: 812, radius = 76 and center is [314, 225]
In frame: 813, radius = 76 and center is [314, 223]
In frame: 814, radius = 76 and center is [314, 224]
In frame: 815, radius = 76 and center is [315, 222]
In frame: 816, radius = 77 and center is [315, 221]
In frame: 817, radius = 77 and center is [315, 222]
In frame: 818, radius = 77 and center is [315, 222]
In frame: 819, radius = 78 and center is [315, 223]
In frame: 820, radius = 78 and center is [315, 223]
In frame: 821, radius = 78 and center is [315, 223]
In frame: 822, radius = 78 and center is [315, 223]
In frame: 823, radius = 78 and center is [315, 223]
In frame: 824, radius = 78 and center is [315, 223]
In frame: 825, radius = 78 and center is [314, 223]
In frame: 826, radius = 79 and center is [314, 224]
In frame: 827, radius = 79 and center is [314, 225]
In frame: 828, radius = 79 and center is [314, 225]
In frame: 829, radius = 79 and center is [314, 225]
In frame: 830, radius = 79 and center is [314, 225]
In frame: 831, radius = 78 and center is [314, 226]
In frame: 832, radius = 78 and center is [314, 226]
In frame: 833, radius = 78 and center is [314, 226]
In frame: 834, radius = 78 and center is [314, 225]
In frame: 835, radius = 78 and center is [314, 225]
In frame: 836, radius = 79 and center is [314, 226]
In frame: 837, radius = 79 and center is [314, 227]
In frame: 838, radius = 78 and center is [313, 226]
In frame: 839, radius = 78 and center is [313, 226]
In frame: 840, radius = 78 and center is [313, 226]
In frame: 841, radius = 78 and center is [313, 226]
In frame: 842, radius = 78 and center is [313, 225]
In frame: 843, radius = 79 and center is [312, 225]
In frame: 844, radius = 79 and center is [312, 225]
In frame: 845, radius = 79 and center is [312, 225]
In frame: 846, radius = 79 and center is [312, 225]
In frame: 847, radius = 79 and center is [312, 225]
In frame: 848, radius = 79 and center is [312, 225]
In frame: 849, radius = 79 and center is [313, 225]
In frame: 850, radius = 79 and center is [313, 225]
In frame: 851, radius = 80 and center is [313, 226]
In frame: 852, radius = 80 and center is [313, 225]
In frame: 853, radius = 80 and center is [312, 225]
In frame: 854, radius = 80 and center is [312, 225]
In frame: 855, radius = 80 and center is [311, 225]
In frame: 856, radius = 80 and center is [311, 225]
In frame: 857, radius = 80 and center is [311, 226]
In frame: 858, radius = 79 and center is [311, 226]
In frame: 859, radius = 79 and center is [311, 226]
In frame: 860, radius = 79 and center is [311, 226]
In frame: 861, radius = 79 and center is [311, 226]
In frame: 862, radius = 79 and center is [311, 226]
In frame: 863, radius = 79 and center is [311, 226]
In frame: 864, radius = 79 and center is [311, 226]
In frame: 865, radius = 80 and center is [310, 226]
In frame: 866, radius = 80 and center is [310, 226]
In frame: 867, radius = 80 and center is [309, 226]
In frame: 868, radius = 80 and center is [309, 225]
In frame: 869, radius = 80 and center is [310, 225]
In frame: 870, radius = 80 and center is [310, 225]
In frame: 871, radius = 80 and center is [310, 225]
In frame: 872, radius = 80 and center is [310, 225]
In frame: 873, radius = 80 and center is [310, 224]
In frame: 874, radius = 80 and center is [310, 223]
In frame: 875, radius = 80 and center is [310, 223]
In frame: 876, radius = 81 and center is [310, 224]
In frame: 877, radius = 80 and center is [310, 224]
In frame: 878, radius = 80 and center is [310, 224]
In frame: 879, radius = 80 and center is [310, 224]
In frame: 880, radius = 80 and center is [309, 224]
In frame: 881, radius = 80 and center is [310, 224]
In frame: 882, radius = 80 and center is [310, 224]
In frame: 883, radius = 80 and center is [310, 224]
In frame: 884, radius = 80 and center is [310, 224]
In frame: 885, radius = 80 and center is [310, 224]
In frame: 886, radius = 80 and center is [310, 224]
In frame: 887, radius = 79 and center is [309, 224]
In frame: 888, radius = 78 and center is [309, 222]
In frame: 889, radius = 78 and center is [309, 222]
In frame: 890, radius = 78 and center is [309, 221]
In frame: 891, radius = 77 and center is [309, 221]
In frame: 892, radius = 77 and center is [309, 220]
In frame: 893, radius = 77 and center is [309, 219]
In frame: 894, radius = 77 and center is [309, 219]
In frame: 895, radius = 77 and center is [310, 219]
In frame: 896, radius = 77 and center is [313, 219]
In frame: 897, radius = 76 and center is [313, 220]
In frame: 898, radius = 76 and center is [314, 220]
In frame: 899, radius = 75 and center is [314, 220]
In frame: 900, radius = 75 and center is [314, 220]
In frame: 901, radius = 76 and center is [315, 220]
In frame: 902, radius = 76 and center is [315, 220]
In frame: 903, radius = 76 and center is [315, 220]
In frame: 904, radius = 76 and center is [315, 220]
In frame: 905, radius = 77 and center is [316, 222]
In frame: 906, radius = 76 and center is [316, 223]
In frame: 907, radius = 76 and center is [317, 223]
In frame: 908, radius = 76 and center is [319, 223]
In frame: 909, radius = 76 and center is [319, 223]
In frame: 910, radius = 76 and center is [320, 223]
In frame: 911, radius = 77 and center is [320, 223]
In frame: 912, radius = 77 and center is [320, 223]
In frame: 913, radius = 77 and center is [320, 222]
In frame: 914, radius = 77 and center is [319, 222]
In frame: 915, radius = 77 and center is [319, 223]
In frame: 916, radius = 77 and center is [319, 223]
In frame: 917, radius = 77 and center is [319, 224]
In frame: 918, radius = 78 and center is [319, 224]
In frame: 919, radius = 78 and center is [319, 224]
In frame: 920, radius = 78 and center is [319, 224]
In frame: 921, radius = 78 and center is [319, 224]
In frame: 922, radius = 78 and center is [323, 223]
In frame: 923, radius = 78 and center is [323, 222]
In frame: 924, radius = 79 and center is [323, 223]
In frame: 925, radius = 79 and center is [323, 223]
In frame: 926, radius = 79 and center is [323, 224]
In frame: 927, radius = 79 and center is [323, 225]
In frame: 928, radius = 79 and center is [323, 226]
In frame: 929, radius = 79 and center is [323, 226]
In frame: 930, radius = 79 and center is [323, 225]
In frame: 931, radius = 79 and center is [323, 225]
In frame: 932, radius = 79 and center is [323, 226]
In frame: 933, radius = 79 and center is [322, 226]
In frame: 934, radius = 79 and center is [322, 226]
In frame: 935, radius = 79 and center is [322, 226]
In frame: 936, radius = 79 and center is [322, 227]
In frame: 937, radius = 78 and center is [323, 228]
In frame: 938, radius = 79 and center is [322, 228]
In frame: 939, radius = 79 and center is [322, 228]
In frame: 940, radius = 79 and center is [322, 228]
In frame: 941, radius = 79 and center is [322, 228]
In frame: 942, radius = 79 and center is [321, 227]
In frame: 943, radius = 79 and center is [321, 227]
In frame: 944, radius = 79 and center is [321, 227]
In frame: 945, radius = 79 and center is [321, 227]
In frame: 946, radius = 79 and center is [321, 227]
In frame: 947, radius = 80 and center is [323, 227]
In frame: 948, radius = 80 and center is [324, 228]
In frame: 949, radius = 80 and center is [324, 228]
In frame: 950, radius = 80 and center is [323, 229]
In frame: 951, radius = 80 and center is [322, 229]
In frame: 952, radius = 80 and center is [321, 229]
In frame: 953, radius = 80 and center is [321, 230]
In frame: 954, radius = 80 and center is [321, 230]
In frame: 955, radius = 79 and center is [321, 230]
In frame: 956, radius = 80 and center is [323, 230]
In frame: 957, radius = 80 and center is [324, 230]
In frame: 958, radius = 80 and center is [324, 230]
In frame: 959, radius = 80 and center is [324, 230]
In frame: 960, radius = 80 and center is [322, 230]
In frame: 961, radius = 80 and center is [322, 230]
In frame: 962, radius = 80 and center is [322, 231]
In frame: 963, radius = 80 and center is [322, 231]
In frame: 964, radius = 79 and center is [321, 233]
In frame: 965, radius = 79 and center is [321, 233]
In frame: 966, radius = 79 and center is [321, 233]
In frame: 967, radius = 79 and center is [321, 233]
In frame: 968, radius = 79 and center is [322, 232]
In frame: 969, radius = 79 and center is [321, 232]
In frame: 970, radius = 80 and center is [321, 230]
In frame: 971, radius = 80 and center is [321, 230]
In frame: 972, radius = 80 and center is [321, 231]
In frame: 973, radius = 80 and center is [321, 231]
In frame: 974, radius = 81 and center is [322, 230]
In frame: 975, radius = 81 and center is [323, 231]
In frame: 976, radius = 80 and center is [323, 231]
In frame: 977, radius = 80 and center is [323, 231]
In frame: 978, radius = 80 and center is [323, 230]
In frame: 979, radius = 80 and center is [324, 229]
In frame: 980, radius = 79 and center is [324, 229]
In frame: 981, radius = 79 and center is [324, 229]
In frame: 982, radius = 79 and center is [324, 229]
In frame: 983, radius = 79 and center is [324, 228]
In frame: 984, radius = 79 and center is [324, 228]
In frame: 985, radius = 79 and center is [323, 228]
In frame: 986, radius = 79 and center is [323, 228]
In frame: 987, radius = 79 and center is [322, 228]
In frame: 988, radius = 79 and center is [322, 228]
In frame: 989, radius = 79 and center is [322, 228]
In frame: 990, radius = 79 and center is [322, 227]
In frame: 991, radius = 79 and center is [322, 227]
In frame: 992, radius = 79 and center is [321, 227]
In frame: 993, radius = 79 and center is [321, 227]
In frame: 994, radius = 79 and center is [322, 228]
In frame: 995, radius = 79 and center is [322, 229]
In frame: 996, radius = 80 and center is [322, 229]
In frame: 997, radius = 79 and center is [322, 230]
In frame: 998, radius = 80 and center is [322, 230]
In frame: 999, radius = 80 and center is [322, 229]
In frame: 1000, radius = 80 and center is [322, 229]
In frame: 1001, radius = 80 and center is [322, 229]
In frame: 1002, radius = 79 and center is [322, 229]
In frame: 1003, radius = 79 and center is [325, 228]
In frame: 1004, radius = 79 and center is [325, 228]
In frame: 1005, radius = 80 and center is [326, 229]
In frame: 1006, radius = 80 and center is [326, 229]
In frame: 1007, radius = 79 and center is [327, 229]
In frame: 1008, radius = 79 and center is [328, 230]
In frame: 1009, radius = 79 and center is [328, 230]
In frame: 1010, radius = 79 and center is [329, 230]
In frame: 1011, radius = 79 and center is [329, 231]
In frame: 1012, radius = 79 and center is [329, 230]
In frame: 1013, radius = 79 and center is [328, 230]
In frame: 1014, radius = 79 and center is [328, 232]
In frame: 1015, radius = 79 and center is [329, 233]
In frame: 1016, radius = 79 and center is [329, 233]
In frame: 1017, radius = 79 and center is [329, 234]
In frame: 1018, radius = 79 and center is [329, 234]
In frame: 1019, radius = 79 and center is [329, 234]
In frame: 1020, radius = 79 and center is [329, 234]
In frame: 1021, radius = 79 and center is [329, 234]
In frame: 1022, radius = 79 and center is [329, 234]
In frame: 1023, radius = 78 and center is [329, 234]
In frame: 1024, radius = 78 and center is [329, 234]
In frame: 1025, radius = 78 and center is [329, 234]
In frame: 1026, radius = 77 and center is [329, 234]
In frame: 1027, radius = 77 and center is [329, 234]
In frame: 1028, radius = 76 and center is [329, 234]
In frame: 1029, radius = 76 and center is [330, 235]
In frame: 1030, radius = 76 and center is [329, 235]
In frame: 1031, radius = 76 and center is [329, 234]
In frame: 1032, radius = 76 and center is [329, 234]
In frame: 1033, radius = 77 and center is [329, 234]
In frame: 1034, radius = 77 and center is [329, 234]
In frame: 1035, radius = 76 and center is [329, 235]
In frame: 1036, radius = 77 and center is [329, 235]
In frame: 1037, radius = 77 and center is [329, 235]
In frame: 1038, radius = 77 and center is [330, 236]
In frame: 1039, radius = 77 and center is [330, 236]
In frame: 1040, radius = 78 and center is [330, 236]
In frame: 1041, radius = 78 and center is [329, 233]
In frame: 1042, radius = 79 and center is [329, 232]
In frame: 1043, radius = 79 and center is [329, 232]
In frame: 1044, radius = 79 and center is [329, 231]
In frame: 1045, radius = 80 and center is [328, 227]
In frame: 1046, radius = 80 and center is [327, 225]
In frame: 1047, radius = 80 and center is [326, 225]
In frame: 1048, radius = 81 and center is [327, 226]
In frame: 1049, radius = 81 and center is [327, 226]
In frame: 1050, radius = 81 and center is [326, 226]
In frame: 1051, radius = 81 and center is [324, 227]
In frame: 1052, radius = 81 and center is [324, 229]
In frame: 1053, radius = 81 and center is [324, 230]
In frame: 1054, radius = 81 and center is [325, 230]
In frame: 1055, radius = 81 and center is [325, 231]
In frame: 1056, radius = 81 and center is [325, 231]
In frame: 1057, radius = 81 and center is [326, 232]
In frame: 1058, radius = 81 and center is [326, 234]
In frame: 1059, radius = 81 and center is [326, 237]
In frame: 1060, radius = 81 and center is [325, 238]
In frame: 1061, radius = 81 and center is [326, 239]
In frame: 1062, radius = 81 and center is [325, 239]
In frame: 1063, radius = 80 and center is [325, 240]
In frame: 1064, radius = 80 and center is [325, 239]
